Student_ID,First_Name,Last_Name,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night
S1190,Omar,Jones,0,18,2,78.2,41.1,63.71,,68.23,3.05,97.67,77.04,0.0,18.0,1,0,2,2,7,4.3
S1191,John,Jones,1,22,1,70.12,61.66,46.31,75.22,67.43,5.97,87.23,92.03,0.0,27.3,0,1,4,2,1,4.5
S1192,Ali,Smith,0,24,3,98.35,41.17,45.82,72.36,56.59,3.83,80.8,93.03,3.0,29.9,1,1,4,1,8,8.3
S1193,Omar,Brown,1,22,1,80.57,99.83,87.61,,95.67,0.1,73.89,91.76,0.0,24.6,0,1,4,2,6,7.5
S1194,Omar,Williams,0,24,0,86.43,47.33,65.56,52.45,51.49,0.26,58.9,60.74,4.0,10.5,0,1,2,1,1,7.8
S1195,Sara,Smith,1,18,2,67.25,72.57,88.07,54.32,72.0,0.54,98.1,71.31,2.0,20.8,0,1,3,1,8,4.6
S1196,Sara,Brown,1,23,0,83.5,87.43,56.37,51.08,99.02,5.94,50.39,80.69,2.0,11.0,0,1,4,2,5,4.2
S1197,Maria,Smith,0,24,1,62.89,52.08,55.39,84.4,82.99,2.79,84.62,83.38,1.0,19.4,0,1,2,0,7,4.1
S1198,Ahmed,Davis,0,23,3,62.25,69.1,55.07,76.28,67.77,1.44,75.37,66.73,1.0,17.0,0,1,1,0,10,6.6
S1199,John,Smith,1,20,2,85.74,76.45,76.97,93.8,57.3,9.41,95.13,84.63,4.0,14.5,1,1,0,2,4,6.5
S1200,Omar,Jones,0,22,0,76.07,49.61,88.9,74.93,98.19,1.21,69.03,79.54,2.0,21.0,1,1,3,0,2,4.6
S1201,Liam,Brown,0,23,1,84.16,86.71,67.14,61.09,50.7,6.74,75.93,78.34,2.0,26.4,0,1,3,1,8,5.7
S1202,Omar,Williams,0,22,1,63.47,57.96,62.75,90.26,84.07,8.94,87.12,83.15,3.0,13.4,0,1,2,1,4,6.7
S1203,Ali,Williams,1,24,2,79.94,52.66,98.41,64.72,94.01,1.64,52.38,80.17,4.0,17.2,0,1,0,1,8,7.4
S1204,Maria,Brown,0,24,1,72.2,73.5,47.01,96.78,51.26,2.15,52.72,58.34,2.0,16.4,0,1,0,1,9,8.0
S1205,Ahmed,Jones,0,20,2,79.85,64.62,69.2,62.52,86.26,5.74,60.58,93.72,2.0,11.2,0,1,4,2,4,7.2
S1206,Liam,Johnson,1,24,1,64.54,95.22,64.51,58.39,99.94,5.08,57.32,62.03,1.0,15.5,0,1,2,1,8,4.2
S1207,Maria,Smith,0,20,2,85.77,92.8,45.89,74.67,81.98,5.21,50.32,87.22,3.0,5.5,0,1,3,2,4,6.9
S1208,Emma,Jones,0,23,3,90.3,69.0,56.09,52.53,70.73,5.55,81.15,58.82,3.0,17.9,0,1,4,2,8,4.4
S1209,Ahmed,Davis,1,24,2,63.0,61.56,41.71,51.82,93.72,9.5,89.8,83.05,1.0,23.0,1,1,3,0,1,6.8
S1210,Omar,Brown,1,18,0,65.03,59.53,92.62,74.8,77.71,0.54,97.86,94.78,2.0,14.2,0,1,4,2,2,5.9
S1211,Omar,Smith,0,21,2,83.06,56.05,76.47,60.76,87.47,7.6,72.05,50.49,0.0,23.7,1,1,2,1,10,5.4
S1212,Ahmed,Williams,0,19,2,,72.67,88.9,50.47,79.39,2.33,63.99,98.98,3.0,23.8,0,0,4,2,3,6.4
S1213,Omar,Johnson,1,21,3,85.2,88.3,71.29,64.8,51.91,3.74,93.2,51.48,4.0,29.6,1,1,4,2,2,5.9
S1214,John,Davis,1,21,0,84.13,58.65,75.97,73.87,60.66,0.89,92.22,50.57,4.0,18.6,0,1,4,2,10,8.2
S1215,Ahmed,Williams,0,22,0,69.64,51.41,82.05,69.71,53.94,4.46,81.24,92.88,3.0,15.1,0,1,0,1,8,5.1
S1216,Maria,Brown,0,20,1,69.74,68.53,94.48,56.77,55.33,8.04,63.66,85.44,1.0,21.0,1,1,3,1,10,4.7
S1217,Ahmed,Smith,0,22,2,62.74,44.14,45.51,78.98,50.77,0.99,95.43,55.29,3.0,20.7,1,1,4,1,9,8.2
S1218,Liam,Brown,1,23,1,57.84,82.08,59.86,,71.06,2.76,58.92,96.87,2.0,29.7,0,1,2,1,9,5.2
S1219,Omar,Smith,0,19,2,,71.1,82.54,83.78,58.93,3.73,52.18,83.6,4.0,22.7,0,1,2,1,1,4.2
S1220,John,Jones,1,23,2,54.66,69.78,97.5,69.69,92.78,1.04,89.83,55.55,0.0,12.7,0,1,4,1,9,5.9
S1221,John,Johnson,1,18,0,96.89,58.03,98.85,56.88,87.5,7.62,78.18,93.03,4.0,9.7,0,1,3,0,8,8.1
S1222,Emma,Jones,1,19,0,91.33,94.28,78.29,74.97,78.66,7.87,62.32,74.05,4.0,24.8,1,1,4,1,8,6.2
S1223,Maria,Jones,0,22,2,92.88,45.43,51.62,94.52,74.45,8.36,83.54,63.91,3.0,9.5,0,0,4,2,3,6.4
S1224,Sara,Brown,0,24,1,95.33,92.19,47.15,73.44,62.79,5.84,88.34,91.25,4.0,20.7,1,1,3,2,8,4.2
S1225,Sara,Johnson,0,24,0,70.43,62.6,96.76,59.78,73.75,5.07,92.23,86.92,3.0,8.3,0,1,2,2,2,7.6
S1226,Ahmed,Smith,1,22,1,92.34,92.84,66.04,54.65,82.06,2.63,64.11,81.15,3.0,23.0,1,1,4,1,2,5.7
S1227,Emma,Smith,0,23,2,,83.73,51.69,97.2,89.11,6.55,51.28,94.93,3.0,24.6,0,0,4,2,4,7.6
S1228,Ali,Davis,1,22,1,51.08,46.25,96.03,87.15,54.08,4.45,75.5,93.06,1.0,29.8,0,1,2,2,7,6.1
S1229,Ahmed,Williams,1,22,1,89.24,89.89,46.27,,85.42,9.71,92.8,61.34,3.0,28.9,0,1,1,0,4,6.6
S1230,Emma,Davis,1,21,3,53.74,80.93,83.77,64.77,87.14,9.68,60.39,93.93,1.0,22.8,0,1,4,1,2,6.9
S1231,Maria,Davis,1,18,1,99.43,41.94,77.52,94.76,77.95,9.05,71.06,68.7,3.0,11.9,0,1,2,2,5,5.0
S1232,Maria,Smith,1,24,2,83.74,48.02,45.26,58.88,60.72,3.6,62.82,71.59,2.0,6.1,0,1,4,0,8,5.5
S1233,Maria,Brown,1,21,1,87.67,78.14,60.32,76.75,76.96,3.68,50.67,98.62,4.0,18.9,1,1,0,1,7,6.9
S1234,Maria,Jones,0,22,3,62.29,79.76,49.0,85.68,75.14,8.53,94.93,87.99,1.0,24.1,0,1,1,2,7,8.1
S1235,Maria,Jones,1,20,0,83.69,84.8,76.27,69.82,73.79,7.29,56.75,66.07,1.0,5.3,0,1,4,1,9,8.8
S1236,Emma,Jones,0,21,1,52.16,83.21,68.63,52.0,73.03,7.04,88.34,82.4,1.0,18.1,0,1,3,1,5,6.6
S1237,Emma,Johnson,1,22,1,91.89,79.57,40.26,61.39,55.54,2.8,67.33,76.97,3.0,27.1,1,1,4,0,4,4.4
S1238,John,Smith,0,24,2,,85.97,98.54,95.09,59.14,8.33,63.88,55.83,3.0,20.9,0,0,4,1,10,8.8
S1239,Liam,Brown,0,22,1,84.87,74.51,60.98,,54.87,5.79,97.05,94.39,0.0,22.1,0,1,0,2,9,6.1
S1240,Sara,Johnson,0,18,2,61.22,55.65,55.49,90.77,62.12,4.47,82.86,91.09,0.0,16.9,0,1,4,2,1,4.5
S1241,Omar,Williams,0,23,1,53.42,94.74,53.35,77.78,63.17,8.65,84.35,88.89,1.0,28.6,0,1,4,1,6,8.9
S1242,Maria,Brown,1,19,1,74.07,41.09,49.53,97.18,62.25,3.94,87.98,77.96,1.0,14.4,1,1,3,0,3,5.4
S1243,Ali,Davis,1,21,2,58.46,61.99,99.95,,60.55,6.54,67.05,61.04,0.0,14.5,0,1,1,1,6,7.3
S1244,Omar,Brown,1,21,1,86.47,83.73,57.71,,86.77,4.66,78.18,94.19,3.0,17.9,0,0,1,1,7,4.7
S1245,Emma,Brown,1,21,0,61.88,65.63,64.33,65.91,90.93,5.93,63.51,67.65,3.0,19.6,0,0,0,1,1,7.6
S1246,Ali,Jones,0,22,1,67.12,41.49,92.28,80.08,66.36,0.41,91.73,51.01,2.0,18.4,1,1,4,2,6,8.9
S1247,Ali,Brown,0,18,1,78.37,43.96,78.51,83.74,65.26,4.61,79.97,99.09,3.0,25.5,0,1,1,1,8,8.9
S1248,Ali,Davis,0,22,3,64.25,78.92,62.12,,92.2,5.56,62.17,93.06,3.0,25.9,1,1,0,2,5,4.6
S1249,John,Davis,1,22,2,,97.89,93.9,91.11,81.2,4.93,94.99,81.13,3.0,8.3,0,1,3,2,5,7.8
S1250,Emma,Smith,0,23,0,90.78,73.11,84.98,59.17,64.67,8.47,79.04,50.62,4.0,19.9,0,1,4,1,7,7.3
S1251,Ali,Brown,1,20,1,58.96,70.41,53.67,,85.68,3.11,74.75,61.39,1.0,29.6,0,1,0,2,8,8.0
S1252,Maria,Jones,0,18,2,54.11,59.1,78.62,84.32,67.23,8.84,51.72,72.6,2.0,20.0,0,1,0,2,7,5.7
S1253,Ahmed,Brown,0,21,0,66.42,55.4,95.34,,79.33,4.03,95.49,81.4,2.0,22.2,0,1,4,0,3,6.0
S1254,Ali,Williams,0,19,1,71.22,41.26,69.79,71.99,99.63,6.95,97.61,85.41,2.0,26.5,1,1,0,0,6,5.7
S1255,John,Williams,0,21,0,77.13,56.38,84.02,98.19,65.08,0.87,78.13,89.41,2.0,26.7,0,1,3,0,9,7.8
S1256,Omar,Jones,0,22,2,68.62,66.95,98.27,81.29,96.53,2.0,72.13,77.78,4.0,5.4,0,0,1,1,2,8.0
S1257,Emma,Smith,1,18,1,89.5,51.88,81.42,97.45,66.03,7.61,67.98,82.81,4.0,11.0,0,1,4,2,9,5.2
S1258,Liam,Smith,0,24,2,51.97,45.24,46.15,86.12,77.01,0.12,63.4,90.56,1.0,26.6,0,1,4,2,3,6.9
S1259,John,Davis,1,18,2,71.59,83.06,54.67,86.23,73.0,9.69,78.73,85.99,2.0,21.7,0,1,2,1,3,4.6
S1260,Ali,Davis,1,18,1,69.11,93.68,75.71,79.59,89.16,1.91,56.4,97.74,4.0,20.8,0,1,0,0,10,4.1
S1261,Emma,Johnson,1,20,2,82.38,96.21,56.53,57.11,53.05,9.01,95.96,93.73,0.0,26.5,1,1,4,1,2,7.1
S1262,Ahmed,Jones,1,21,1,98.31,77.08,97.45,,81.36,5.16,58.8,58.47,4.0,25.2,0,1,3,2,3,8.2
S1263,Ali,Brown,1,20,2,75.52,43.17,64.32,62.63,88.03,5.65,87.28,97.37,2.0,23.8,1,1,2,1,7,8.5
S1264,John,Jones,1,24,0,99.34,84.45,67.43,99.93,73.61,0.84,65.34,60.21,3.0,6.2,0,1,4,2,3,7.1
S1265,Sara,Johnson,1,24,2,65.11,46.61,82.1,63.35,55.26,3.65,61.3,99.56,0.0,24.5,0,1,3,2,1,8.0
S1266,Maria,Davis,1,23,3,51.54,80.18,71.45,61.53,62.24,1.56,77.89,85.07,1.0,10.0,1,1,3,0,4,6.0
S1267,Liam,Jones,0,19,1,58.28,86.76,62.93,81.19,83.98,5.26,88.26,81.38,0.0,5.7,0,1,4,2,7,8.4
S1268,Omar,Jones,0,23,2,69.76,83.55,44.6,75.55,94.77,5.51,86.34,66.22,3.0,17.3,0,1,4,2,6,7.9
S1269,John,Davis,1,22,0,,97.11,75.79,51.07,71.08,7.1,61.69,56.66,3.0,28.6,0,0,4,2,10,5.5
S1270,Emma,Johnson,1,20,2,,84.29,92.05,56.48,78.02,8.78,66.53,56.31,2.0,27.2,0,1,3,0,3,7.0
S1271,Liam,Davis,1,20,2,71.63,81.59,81.15,90.55,61.42,4.68,93.44,93.33,3.0,29.6,1,1,4,1,1,4.3
S1272,Liam,Smith,0,23,1,66.91,55.7,62.89,74.18,70.61,2.33,86.16,71.62,0.0,11.2,0,1,3,2,8,4.7
S1273,Liam,Brown,0,22,1,,95.49,47.66,57.3,66.84,3.34,85.63,77.99,0.0,22.4,1,1,0,1,2,8.7
S1274,Ali,Davis,1,18,1,64.81,50.77,88.98,73.26,82.78,8.47,63.45,96.59,3.0,6.4,1,0,3,2,5,4.0
S1275,Maria,Johnson,1,22,3,94.32,94.29,96.5,62.66,99.23,1.46,89.6,62.77,3.0,25.1,0,1,4,1,3,5.0
S1276,Ali,Williams,0,21,1,,58.76,63.3,61.18,90.67,6.27,67.92,88.2,0.0,18.1,0,1,4,1,4,4.7
S1277,Emma,Smith,0,23,0,85.7,47.81,83.72,97.89,59.61,0.13,70.07,73.52,3.0,29.9,0,1,2,0,3,7.5
S1278,Ali,Williams,1,22,2,80.6,89.6,64.65,68.1,78.88,2.46,64.38,60.64,2.0,11.0,0,1,1,2,3,4.5
S1279,Sara,Davis,1,18,1,71.36,40.15,70.14,52.32,53.32,5.91,56.07,92.65,1.0,24.6,0,1,4,0,3,4.1
S1280,Maria,Smith,1,22,2,61.95,89.93,90.19,98.52,62.35,4.56,71.02,84.0,0.0,9.3,1,1,4,2,10,8.7
S1281,Maria,Brown,1,20,0,68.45,55.74,45.01,89.74,58.61,4.94,50.85,54.75,1.0,12.2,1,1,0,2,8,8.4
S1282,Emma,Davis,0,19,0,79.61,93.08,71.82,62.72,66.78,6.61,72.8,77.09,1.0,12.4,1,1,1,2,1,5.8
S1283,Omar,Brown,0,20,1,,81.49,52.88,70.44,83.94,2.35,86.25,92.59,0.0,19.4,0,1,4,1,2,4.5
S1284,Sara,Jones,1,24,1,60.74,79.97,60.39,93.11,74.97,2.81,98.04,53.35,2.0,14.1,1,1,2,1,2,7.4
S1285,John,Williams,1,19,1,55.82,61.92,78.67,67.87,96.65,6.84,53.93,70.81,0.0,16.0,0,1,0,2,9,8.4
S1286,Ali,Smith,1,24,1,,43.56,41.63,78.37,60.64,5.38,64.06,90.26,4.0,18.0,0,1,2,2,7,8.9
S1287,Ahmed,Brown,0,22,2,72.02,89.8,75.63,76.74,68.21,0.15,74.71,92.92,3.0,6.4,1,0,4,0,10,4.7
S1288,Ali,Johnson,1,21,0,81.26,50.25,57.01,70.06,66.49,6.7,58.52,88.77,4.0,21.6,1,1,3,1,7,7.0
S1289,Liam,Brown,1,22,1,74.52,62.34,80.17,81.98,61.8,6.2,55.84,65.29,0.0,21.2,0,1,0,2,8,6.2
S1290,Ali,Johnson,1,18,0,93.63,76.02,48.49,73.66,99.66,0.79,72.62,75.35,3.0,29.1,1,1,1,1,2,4.8
S1291,John,Davis,0,22,2,77.35,68.94,84.15,51.06,69.36,7.48,79.04,87.06,3.0,8.3,0,1,1,2,10,8.0
S1292,Ali,Smith,1,19,1,74.04,51.92,78.74,90.72,97.03,5.22,91.01,57.63,4.0,5.8,0,1,1,2,1,7.9
S1293,Sara,Brown,0,20,1,96.23,48.44,98.27,55.66,69.52,2.05,99.89,79.75,3.0,8.3,1,1,4,1,6,8.8
S1294,Sara,Brown,1,21,0,,47.39,94.67,73.2,60.2,5.59,88.71,86.02,0.0,15.6,1,1,2,2,3,4.4
S1295,Maria,Smith,1,24,0,55.58,91.78,57.0,79.0,55.96,5.95,61.07,92.5,1.0,10.3,1,1,3,2,2,5.2
S1296,Emma,Brown,1,22,2,58.89,41.89,41.64,85.28,92.78,9.2,87.4,55.58,2.0,10.4,0,1,2,2,3,8.1
S1297,Omar,Johnson,0,22,1,89.36,98.62,79.32,70.54,51.6,7.42,76.86,66.48,4.0,26.7,0,0,3,2,4,6.0
S1298,Ahmed,Brown,1,20,1,91.79,51.91,76.17,86.78,98.22,3.02,72.54,77.08,4.0,13.1,0,1,0,1,5,6.4
S1299,Liam,Williams,1,21,1,77.26,46.62,41.65,56.57,70.91,1.18,96.79,85.05,4.0,15.4,1,1,4,0,10,7.1
S1300,Ali,Davis,0,23,2,77.72,74.62,47.36,82.67,62.37,8.53,85.1,86.5,3.0,22.1,0,1,1,0,10,6.0
S1301,Ali,Jones,0,24,0,81.6,44.8,75.08,91.32,80.87,8.46,84.08,62.66,2.0,13.5,0,1,1,2,4,4.2
S1302,John,Johnson,0,22,1,71.96,76.15,94.71,94.47,56.65,1.75,50.59,50.69,2.0,18.9,1,1,3,2,8,7.0
S1303,Emma,Williams,1,22,0,84.01,91.04,94.39,,53.61,0.62,93.25,84.69,3.0,18.1,0,1,2,1,6,5.1
S1304,Sara,Davis,0,23,2,55.42,42.87,49.09,65.64,91.39,7.12,89.67,95.46,1.0,11.5,0,1,0,1,7,8.8
S1305,Ahmed,Smith,1,24,2,98.06,87.99,63.07,58.17,71.23,7.23,64.95,89.88,4.0,22.9,1,0,3,2,4,7.5
S1306,Maria,Johnson,0,19,3,87.51,63.67,42.59,67.28,75.91,1.77,64.61,81.12,3.0,25.9,0,1,1,1,7,8.2
S1307,Sara,Jones,0,19,1,81.56,49.57,68.16,77.0,58.83,6.68,52.67,98.88,1.0,24.6,1,1,3,1,5,8.8
S1308,Liam,Davis,0,18,3,65.82,50.57,85.19,59.82,53.07,2.79,52.54,71.66,3.0,14.9,1,1,4,2,2,4.3
S1309,Emma,Jones,1,20,1,58.05,95.13,87.4,97.63,68.39,2.61,83.43,76.25,2.0,28.3,0,1,4,1,9,4.7
S1310,Liam,Smith,1,21,1,70.47,46.64,69.94,94.86,75.31,3.25,59.31,50.61,2.0,27.5,0,1,4,1,2,8.0
S1311,Omar,Smith,1,22,0,83.08,92.01,45.75,51.65,88.27,5.2,96.18,97.3,0.0,11.7,0,1,4,1,2,8.4
S1312,Maria,Johnson,1,24,3,,72.65,62.88,78.1,75.05,8.04,92.12,79.17,0.0,8.1,0,1,4,2,3,4.0
S1313,Omar,Brown,1,22,2,69.13,42.34,95.93,89.47,89.13,4.99,67.44,69.54,1.0,27.3,0,1,0,2,4,8.7
S1314,John,Smith,1,18,2,80.66,67.87,53.78,62.27,55.77,2.98,69.0,52.23,3.0,23.6,1,1,3,1,7,6.3
S1315,Liam,Davis,1,24,0,90.69,89.05,59.19,76.19,53.2,8.84,66.36,68.12,4.0,12.8,0,1,0,2,5,6.3
S1316,John,Brown,1,24,0,51.31,83.57,84.81,70.3,57.94,0.55,54.62,50.18,0.0,12.6,0,1,1,1,7,8.4
S1317,Ali,Williams,1,22,1,72.53,69.33,84.01,59.83,88.6,7.97,51.57,66.22,3.0,13.1,0,1,2,1,1,5.4
S1318,Omar,Jones,0,20,0,,91.6,94.73,80.74,87.97,7.84,72.61,97.57,2.0,26.5,0,1,4,1,4,6.9
S1319,Emma,Brown,0,18,2,77.31,47.22,63.29,99.68,57.07,2.54,97.15,57.71,3.0,11.0,0,1,2,1,2,5.7
S1320,Liam,Jones,1,20,2,82.57,94.6,70.88,68.26,51.55,1.98,95.86,77.27,1.0,21.3,0,1,3,1,6,4.6
S1321,Ahmed,Brown,1,18,2,75.83,90.79,68.04,77.62,84.26,8.75,90.49,59.33,4.0,25.9,0,1,0,0,2,5.8
S1322,Maria,Williams,1,22,2,99.59,82.5,95.67,66.39,92.76,5.59,81.43,89.17,4.0,14.7,1,1,4,0,4,4.9
S1323,Sara,Smith,1,18,3,52.73,89.07,86.16,93.85,87.71,0.46,92.81,78.12,2.0,6.5,1,1,2,2,5,6.6
S1324,Emma,Williams,0,19,2,74.55,72.63,89.89,,60.14,8.91,75.75,60.11,2.0,24.0,0,1,3,1,8,6.6
S1325,Emma,Smith,0,24,3,54.57,80.51,47.99,58.94,79.19,3.49,59.01,93.31,2.0,5.5,0,1,2,2,5,6.2
S1326,John,Smith,1,21,1,57.99,73.64,87.51,95.0,87.87,3.42,84.21,89.2,1.0,25.8,0,1,1,2,2,4.9
S1327,Omar,Jones,0,22,0,69.15,61.33,65.98,57.58,62.79,6.43,96.03,97.57,2.0,14.0,1,1,4,1,10,4.6
S1328,Liam,Davis,0,23,0,57.78,74.13,41.4,54.77,76.39,6.61,50.98,50.03,1.0,25.0,0,1,4,1,8,4.5
S1329,Liam,Williams,1,21,2,98.18,55.45,43.61,82.65,65.72,3.53,62.57,72.86,4.0,18.6,0,1,0,2,8,4.6
S1330,Ali,Brown,1,22,2,97.34,66.42,80.67,69.3,61.28,1.43,63.27,99.99,3.0,14.0,1,1,3,1,10,5.5
S1331,Ali,Williams,1,21,2,66.81,56.85,62.32,76.54,98.48,5.52,54.95,90.56,2.0,27.5,1,1,3,2,1,4.0
S1332,Maria,Jones,1,19,0,81.99,47.37,92.09,82.63,95.63,6.25,61.27,91.56,2.0,24.2,1,1,4,1,9,4.3
S1333,John,Smith,0,21,0,76.69,59.31,84.06,52.64,72.28,8.6,69.2,81.06,1.0,7.0,0,1,3,2,8,6.4
S1334,Emma,Jones,1,18,1,90.78,91.12,41.3,64.65,56.84,4.84,96.99,85.64,4.0,28.3,0,1,3,2,1,4.9
S1335,Liam,Johnson,0,21,0,81.37,62.86,81.21,73.05,86.4,6.46,93.01,90.27,4.0,16.7,0,1,4,2,9,5.3
S1336,Ahmed,Johnson,1,22,2,50.01,84.88,51.54,63.33,62.79,0.54,97.3,54.61,1.0,8.7,0,1,1,1,9,5.8
S1337,John,Brown,0,23,1,88.16,50.51,65.35,52.45,58.43,8.95,56.03,84.63,4.0,24.3,0,1,1,0,8,4.2
S1338,Maria,Jones,1,23,0,87.34,65.47,77.48,54.33,69.08,3.27,51.4,90.77,4.0,17.9,0,1,0,1,10,5.1
S1339,Maria,Brown,1,20,2,75.49,46.89,92.36,90.09,76.49,6.32,55.49,52.04,0.0,21.8,0,1,1,2,7,7.9
S1340,John,Brown,0,24,0,95.15,48.32,67.37,95.57,54.87,9.16,95.71,64.85,4.0,22.4,0,1,1,1,6,5.7
S1341,Maria,Johnson,0,21,1,95.42,77.05,88.51,57.61,78.59,8.11,57.87,66.2,4.0,9.9,0,0,4,1,5,4.9
S1342,John,Brown,0,23,1,76.2,76.45,86.98,,50.77,6.38,78.63,92.73,1.0,29.3,0,1,1,2,6,5.0
S1343,Sara,Johnson,1,21,2,80.4,52.8,64.87,82.61,94.59,7.04,61.38,89.02,1.0,7.6,1,1,1,1,1,8.9
S1344,John,Smith,0,24,1,99.83,68.47,70.06,97.71,96.04,9.21,51.03,82.82,4.0,20.1,1,1,1,2,1,4.7
S1345,Omar,Jones,0,23,0,64.94,91.8,82.03,64.98,86.65,8.12,54.23,90.24,3.0,8.7,0,1,2,2,9,8.5
S1346,John,Brown,0,24,1,66.23,50.45,41.87,92.76,73.33,6.1,85.49,72.67,4.0,26.9,1,1,1,0,6,4.4
S1347,Maria,Johnson,0,21,2,59.14,41.15,93.45,75.3,62.74,6.59,59.12,93.74,1.0,9.3,0,1,2,0,3,8.4
S1348,Liam,Williams,0,22,1,94.79,79.12,86.19,97.83,87.21,1.47,61.46,61.71,4.0,16.0,0,0,4,1,9,6.5
S1349,Omar,Brown,0,21,1,87.22,43.21,54.96,56.81,96.59,4.7,68.86,85.23,4.0,7.2,1,0,1,1,3,7.0
S1350,Maria,Davis,0,24,0,55.28,98.8,98.87,,57.93,3.01,82.86,62.09,0.0,16.2,0,1,3,2,9,5.2
S1351,Ali,Smith,0,22,1,99.09,76.58,50.76,72.05,73.29,4.32,73.47,51.99,4.0,5.1,0,1,2,1,5,8.5
S1352,Ali,Smith,0,22,2,86.55,68.22,94.85,97.65,65.76,6.62,97.23,64.21,3.0,16.1,1,1,1,2,1,6.9
S1353,Liam,Williams,1,20,3,92.53,65.8,59.47,72.93,67.84,1.49,71.71,74.65,4.0,22.2,1,0,3,1,5,7.4
S1354,Liam,Johnson,1,23,2,,74.38,85.79,76.5,70.29,0.17,59.96,92.17,4.0,9.6,0,1,0,2,10,6.8
S1355,Omar,Brown,0,18,0,75.25,45.44,67.38,90.24,97.59,3.97,76.81,75.44,0.0,18.8,0,1,2,2,2,4.6
S1356,Sara,Johnson,1,22,1,84.93,95.8,84.19,86.13,62.93,3.22,72.54,58.96,4.0,16.9,0,1,4,2,2,8.2
S1357,Liam,Smith,1,24,1,77.15,77.54,49.35,80.98,74.63,4.2,89.36,99.64,1.0,13.4,1,0,4,1,1,4.9
S1358,Ali,Johnson,0,23,0,83.33,51.04,56.17,70.85,97.57,9.31,96.76,63.5,4.0,21.8,1,1,3,1,10,5.5
S1359,John,Smith,0,19,0,,73.75,45.99,89.62,73.8,7.07,91.81,99.26,3.0,29.9,1,0,2,1,4,7.3
S1360,Maria,Johnson,0,21,2,68.72,48.0,91.91,97.41,93.18,3.27,69.45,96.82,3.0,28.4,0,1,4,2,4,4.5
S1361,Ali,Williams,0,24,2,92.43,41.05,57.78,50.49,52.94,1.79,60.81,77.12,4.0,29.3,0,1,1,0,5,8.7
S1362,Ali,Jones,0,19,2,58.15,77.83,81.67,79.39,97.65,6.18,95.72,54.6,1.0,5.5,1,1,4,2,4,4.6
S1363,Sara,Williams,0,24,1,63.54,78.91,89.21,93.3,59.38,6.58,69.3,84.77,3.0,11.4,1,1,1,0,2,7.3
S1364,Omar,Williams,1,21,0,52.17,75.02,94.09,82.66,99.0,4.84,88.51,92.29,2.0,28.1,1,0,4,1,5,7.2
S1365,Omar,Jones,0,20,2,68.22,51.01,46.38,90.04,58.78,2.13,99.48,72.27,3.0,6.2,0,1,4,2,8,7.5
S1366,Emma,Jones,1,24,2,69.0,76.21,93.58,94.75,72.22,0.29,78.87,61.95,0.0,14.1,0,1,2,0,6,6.2
S1367,Sara,Brown,0,22,0,90.26,43.39,51.84,87.55,65.43,2.66,73.99,90.14,4.0,21.3,0,1,4,1,5,5.9
S1368,John,Brown,0,18,1,82.66,76.55,84.21,,71.66,4.57,84.99,77.25,0.0,29.6,0,1,4,0,7,8.9
S1369,Omar,Williams,1,22,1,71.84,73.24,83.73,98.24,62.53,7.88,59.7,59.88,1.0,11.9,1,1,1,2,1,8.1
S1370,Maria,Williams,0,21,0,82.61,79.32,40.51,93.18,98.27,8.54,74.41,97.48,2.0,24.1,0,1,4,0,6,6.4
S1371,Liam,Smith,0,24,0,52.64,93.73,53.24,90.77,65.29,4.13,65.62,97.4,1.0,21.5,0,1,4,1,2,4.9
S1372,Sara,Smith,1,18,2,59.01,91.02,69.51,54.32,82.66,7.96,58.21,68.35,2.0,20.3,0,1,4,2,5,8.5
S1373,Liam,Brown,0,22,1,81.35,98.84,65.2,,56.87,9.93,80.51,53.2,1.0,23.6,0,1,4,1,10,7.2
S1374,Ali,Davis,1,18,1,82.07,98.57,95.11,77.84,91.22,7.17,78.79,81.54,3.0,11.3,1,1,0,1,4,4.7
S1375,Maria,Davis,0,21,2,88.71,86.34,61.58,85.48,77.13,7.29,88.06,65.86,3.0,13.5,0,1,4,0,7,4.9
S1376,Maria,Brown,0,20,1,70.15,97.39,96.22,65.16,98.97,9.1,93.65,53.32,3.0,19.0,0,0,4,2,9,6.7
S1377,Ali,Smith,1,20,0,86.13,92.04,67.57,54.67,71.17,3.38,61.02,94.59,4.0,16.0,0,1,2,2,9,6.5
S1378,Sara,Smith,0,24,3,,83.65,97.86,65.55,59.77,0.11,88.99,99.91,1.0,23.0,0,0,0,2,10,6.0
S1379,Ali,Davis,1,22,0,,44.52,84.24,,67.3,9.87,68.37,67.52,2.0,25.0,0,1,4,2,1,6.1
S1380,Liam,Johnson,1,19,1,60.76,42.94,89.76,93.87,86.85,4.9,81.44,87.24,1.0,18.2,0,1,1,0,7,4.9
S1381,Emma,Johnson,1,21,0,77.58,90.26,46.29,95.65,82.96,7.86,92.51,53.29,4.0,14.8,1,0,1,0,7,5.3
S1382,Maria,Smith,0,22,1,80.09,69.38,75.17,68.94,88.92,8.12,62.81,68.49,0.0,27.8,0,1,0,2,5,6.5
